"userNum","id","instruction","ingredient","style"
"1.0",7019892,0.17344547654330258,0.9999999999999998,0.9999999999999998
"1.0",7021572,0.999999999993062,0.0,0.9999999999999998
"1.0",7033073,0.9999999999999998,0.9999999999999998,0.9999999999999998
"1.0",7040230,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7030144,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7036171,0.9999999999999998,0.9999999999999998,0.9999999999999998
"1.0",7022563,0.999999999993062,0.7378560000000001,0.9999999999999998
"1.0",7019632,0.9999999999999998,0.9999999999999998,0.9999999999999998
"1.0",7027192,0.999999999993062,0.7378560000000001,0.9999999999999998
"1.0",7033640,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7021764,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7039677,0.17344547654330258,0.9999999999999998,0.9999999999999998
"1.0",7023632,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7035376,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7037860,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7030961,0.999999999993062,0.0,0.9999999999999998
"1.0",7026807,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7021498,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7033960,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7039999,0.999999999993062,0.7378560000000001,0.9999999999999998
"1.0",7041143,0.999999999993062,0.7378560000000001,0.9999999999999998
"1.0",7019790,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7031555,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7031394,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7039747,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7020261,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7017597,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7038304,0.9999999999999998,0.9999999999999998,0.9999999999999998
"1.0",7020467,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7033719,0.0,0.0,0.9999999999999998
"1.0",7036006,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7038518,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7023202,0.999999999993062,0.7378560000000001,0.9999999999999998
"1.0",7030756,0.9999999999999998,0.9999999999999998,0.9999999999999998
"1.0",7023058,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7034934,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7030294,0.999999999993062,0.0,0.9999999999999998
"1.0",7035941,0.9999999999999998,0.9999999999999998,0.9999999999999998
"1.0",7039335,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7019193,0.999999999993062,0.0,0.9999999999999998
"1.0",7017003,0.999999999993062,0.9999999999999998,0.9999999999999998
"1.0",7020075,0.999999999993062,0.9999999999912232,0.9999999999999998
"1.0",7017527,0.9999999999999998,0.9999999999999998,0.9999999999999998
"1.0",7039772,0.999999999993062,0.9999999999999998,0.9999999999999998
